Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,application_method (product.metafields.custom.application_method),backing_plate_thread (product.metafields.custom.backing_plate_thread),badge_text (product.metafields.custom.badge_text),biodegradable (product.metafields.custom.biodegradable),brand (product.metafields.custom.brand),compatible_chemicals (product.metafields.custom.compatible_chemicals),concentrate_or_rtu (product.metafields.custom.concentrate_or_rtu),coverage (product.metafields.custom.coverage),delivery_format (product.metafields.custom.delivery_format),dilution_ratio (product.metafields.custom.dilution_ratio),featured_collection_slot (product.metafields.custom.featured_collection_slot),fit_type (product.metafields.custom.fit_type),fragrance_family (product.metafields.custom.fragrance_family),intensity_level (product.metafields.custom.intensity_level),material_composition (product.metafields.custom.material_composition),orbit_size (product.metafields.custom.orbit_size),pad_cut_level (product.metafields.custom.pad_cut_level),pad_diameter (product.metafields.custom.pad_diameter),pad_material (product.metafields.custom.pad_material),pad_size_compatibility (product.metafields.custom.pad_size_compatibility),ph_level (product.metafields.custom.ph_level),power_source (product.metafields.custom.power_source),pro_tip (product.metafields.custom.pro_tip),psi_rating (product.metafields.custom.psi_rating),recommended_pairing (product.metafields.custom.recommended_pairing),related_products (product.metafields.custom.related_products),reviews (product.metafields.custom.reviews),safe_surfaces (product.metafields.custom.safe_surfaces),scent (product.metafields.custom.scent),sds_url (product.metafields.custom.sds_url),size_guide_url (product.metafields.custom.size_guide_url),snippet (product.metafields.custom.snippet),tank_capacity (product.metafields.custom.tank_capacity),use_case (product.metafields.custom.use_case),video_url (product.metafields.custom.video_url),Color (product.metafields.shopify.color-pattern),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
microfiber-towel-cleaner,,,,,,,,,55 Gallon,,,,,,,,1755,22680,shopify,0,deny,manual,472.99,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,active
reclaim-safe,Reclaim Safe,"<p>RCP's Reclaim Safe is an industrial-strength degreaser formulated to remove a wide range of soil, oil, grease, dust, and carbon from trucks, trailers, and other heavy equipment. Trusted by detailing professionals, it tackles demanding heavy-duty cleaning jobs with minimal effort, keeping your fleet and machinery in peak condition. At RCP America, we have been committed to providing the best products and chemicals in the detailing industry for decades, and Reclaim Safe reflects that same dedication to performance. Pair it with a pressure washer or foam applicator to experience its unparalleled cleaning power and keep your fleet looking its best, taking your maintenance routine to the next level.</p>",RCP America,Home & Garden > Household Supplies > Household Cleaning Supplies > Household Cleaning Products > All-Purpose Cleaners,Degreasers,"ALL PURPOSE, All Purpose Cleaners, Degreasers, Featured Products",TRUE,Size,16oz,,,,,,,,RCP-RCS-0016,0,shopify,0,deny,manual,7.99,,TRUE,TRUE,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,active
reclaim-safe,,,,,,,,,32oz,,,,,,,,RCP-RCS-0032,0,shopify,0,deny,manual,11.99,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,active
reclaim-safe,,,,,,,,,5 Gallon,,,,,,,,RCP-RCS-05,0,shopify,0,deny,manual,79.99,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,active
reclaim-safe,,,,,,,,,55 Gallon,,,,,,,,RCP-RCS-55,0,shopify,0,deny,manual,499.99,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,active
breakthrough,Breakthrough,"<p>RCP's Breakthrough is a powerful, acid-free paint and wheel cleaner and fallout remover designed to safely strip brake dust, road grime, and stubborn dirt from your wheels and painted surfaces. Its advanced formula dissolves embedded iron particles and other metallic contaminants without harming clear coats or single-stage paint, changing color to purple as it works so you can see it doing its job. Ready to use straight from the bottle with no diluting necessary, Breakthrough makes decontamination fast and easy while restoring wheels and paint to a like-new appearance. Safe on all painted surfaces and wheels, it is the perfect solution for tackling tough buildup while keeping your finish protected. Available in 1-gallon and 5-gallon sizes and paired with a quality wheel brush and your favorite wash media, Breakthrough takes your decontamination process to the next level.</p>",RCP America,Uncategorized,Best Sellers,"Best Sellers, Featured Products, Wheel Cleaner",TRUE,Size,16oz,,,,,,,,2400-16,0,shopify,0,deny,manual,18.99,,TRUE,TRUE,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,active
breakthrough,,,,,,,,,30 Gallon,,,,,,,,2430,0,shopify,0,deny,manual,1000.99,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,active
breakthrough,,,,,,,,,55 Gallon,,,,,,,,2455,0,shopify,0,deny,manual,1899.99,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,active
breakthrough,,,,,,,,,250 Gallon,,,,,,,,2455-T,0,shopify,0,deny,manual,9999.99,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,active
tint-remover,Tint Remover,"<p><strong>TINT REMOVER</strong></p><p> </p><p>Meet our <strong>Tint Remover</strong> — the ultimate solution for removing stubborn adhesive residue with ease. Designed for both professionals and enthusiasts, this powerful formula breaks down film adhesives quickly while staying safe on a variety of surfaces. No stains, no hazing, no damage — just clean, smooth results every time. Tint Remover premium film adhesive remover.</p><p> </p><p><strong>Key Benefits:</strong></p><p> </p><ul>	<li>	<p>Quickly dissolves adhesive and tint residue</p>	</li>	<li>	<p>Safe on multiple surfaces, including glass and painted areas</p>	</li>	<li>	<p>Prevents stains, hazing, and discoloration</p>	</li>	<li>	<p>Ideal for window tint, vinyl graphics, and decal removal</p>	</li>	<li>	<p>Leaves surfaces clean and ready for a flawless finish</p>	</li>
</ul><p> </p><p>1g Barcode: 809555958510 , SKU: 8401</p>",RCP America,,Glass Cleaner,"Glass Cleaner, Valentines Day Sale",TRUE,Size,16oz,,,,,,,,8400-16,0,shopify,0,deny,manual,8.99,,TRUE,TRUE,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,active
tint-remover,,,,,,,,,32oz,,,,,,,,8400-32,0,shopify,0,deny,manual,14.99,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,active
tint-remover,,,,,,,,,55 Gallon,,,,,,,,8455,0,shopify,0,deny,manual,499.99,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,active
swirl-remover,Swirl Remover,"<p><strong>Swirl Remover</strong> car polish is designed to be the <strong>final step in your polishing process</strong>, delivering a clean, refined finish with maximum gloss. This advanced polish enhances clarity on all clear coat surfaces while effectively removing buffer swirls, light oxidation, and micro surface imperfections. Its smooth-working formula buffs out effortlessly without gumming up or clogging pads, making it ideal for professional results every time. <strong>SWIRL REMOVER</strong> contains silicones or waxes and leaves a dust-free, non-oily mirror-like finish.</p><p> </p><p><strong>Key Benefits:</strong></p><p> </p><ul>	<li>	<p>Final-step polish for maximum gloss and clarity</p>	</li>	<li>	<p>Removes buffer swirls and micro imperfections</p>	</li>	<li>	<p>Reduces light oxidation</p>	</li>	<li>	<p>Buffs clean with no gumming or pad clogging</p>	</li>	<li>	<p>Leaves a smooth, mirror-like finish</p>	</li>
</ul><p> </p><p>32oz Barcode: 007232 , SKU: 7232</p><p>1g Barcode: 809555958480 , SKU: 72</p>",RCP America,,Polishes,"Featured Products, Polishes",TRUE,Size,32oz,,,,,,,,7232,4536,shopify,0,deny,manual,19.99,,TRUE,TRUE,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,active
banana-wax,Banana WAX,"<p>RCP's Banana Wax is an easy-to-use blend of carnauba wax and detergent-resistant polymers that delivers exceptional, professional-quality results. It works especially well on clear coat surfaces, spreading evenly to leave a clean, wet-look finish with rich depth and gloss. Whether applied by hand or with an orbital polisher, Banana Wax offers its best results when used with black foam pads, making it a favorite for detailers who demand a flawless shine. Simply apply a thin, even layer, allow it to set, and buff off for a deep, protected finish. Providing the best products and chemicals in the detailing industry since 1985, RCP America brings you Banana Wax to take your detailing experience to the next level.</p>",RCP America,Uncategorized,Waxes,Waxes,TRUE,Size,32oz,,,,,,,,6232,4536,shopify,0,deny,manual,22.99,,TRUE,TRUE,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,active
ceramic-boost,Ceramic Boost,"<p>RCP's Ceramic Boost is your go-to quick detailer sealant when you want instant shine and long-lasting protection without the hassle, making it perfect for topping up protection between full details. Powered by silica-based technology, it delivers a slick, glass-like gloss while creating a hydrophobic barrier that causes water to bead and roll off instantly, helping repel dirt, mud, and road grime for easier maintenance. Whether your vehicle is freshly washed or still a little wet, Ceramic Boost applies effortlessly to any exterior surface, including paint, chrome, and plastic trim, for an instant refresh. Once bonded, it forms a durable protective layer that keeps contaminants from sticking and makes future cleanups faster and easier. Quick and easy to apply and paired with the rest of RCP's ceramic and wash lineup, Ceramic Boost takes your detailing experience to the next level.</p>",RCP America,"Vehicles & Parts > Vehicle Parts & Accessories > Vehicle Maintenance, Care & Decor > Vehicle Cleaning > Vehicle Waxes, Polishes & Protectants > Sealants",Radiance Ceramic,"Ceramic, Featured Products, Radiance Ceramic",TRUE,Size,16oz,,,,,,,,RA1000-16,0,shopify,0,deny,manual,12.99,,TRUE,TRUE,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,active
ceramic-boost,,,,,,,,,32oz,,,,,,,,RA1000-32,0,shopify,0,deny,manual,24.99,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,active
ceramic-boost,,,,,,,,,30 Gallon,,,,,,,,RA1030,0,shopify,0,deny,manual,659.99,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,active
ceramic-boost,,,,,,,,,55 Gallon,,,,,,,,RA1055,0,shopify,0,deny,manual,774.99,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,active
ceramic-boost,,,,,,,,,250 Gallon,,,,,,,,RA1055-T250,0,shopify,0,deny,manual,1999.99,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,active
fresh-n-up,Fresh N UP,"<p>RCP's Fresh N UP is a lavender-scented premium spray-and-wipe wax that makes achieving a spotless, showroom-ready finish effortless in just minutes, making it perfect for quick touch-ups between washes or as part of a full detail. Packed with a unique blend of lubricating agents, it quickly removes fingerprints, dust, light dirt, and smudges while leaving behind a deep, glossy, streak-free shine with no haze. Simply spray on and wipe off for fast, reliable results that work beautifully on paint, glass, chrome, and more. This versatile formula even doubles as a clay bar lubricant, helping you safely remove embedded contaminants during decontamination. Available in 1-gallon and 5-gallon sizes and ideal for both professionals and enthusiasts, Fresh N UP paired with a stack of plush microfiber towels takes your detailing experience to the next level.</p>",RCP America,"Vehicles & Parts > Vehicle Parts & Accessories > Vehicle Maintenance, Care & Decor > Vehicle Cleaning > Vehicle Waxes, Polishes & Protectants > Car Wax",Spray Wax,"Featured Products, Spray Wax, Spray Wax 2",TRUE,Size,16oz,,,,,,,,6600-16,22680,shopify,0,deny,manual,7.99,,TRUE,TRUE,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,active
fresh-n-up,,,,,,,,,32oz,,,,,,,,6600-32,22680,shopify,0,deny,manual,12.99,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,active
fresh-n-up,,,,,,,,,55 Gallon,,,,,,,,6655,22680,shopify,0,deny,manual,388.99,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,active
kleen-krush,Kleen Krush,"<p>KLEEN KRUSH All Purpose Cleaner and Degreaser:</p><p> </p><p><strong>KLEEN KRUSH</strong> is a powerful, citrus-based all-purpose cleaner and degreaser designed to tackle even the toughest dirt and grime. Its advanced formula breaks down grease, mud, oil-based stains, and industrial residues, making it perfect for both interior and exterior cleaning tasks.</p><p> </p><p>Safe for use on a wide variety of surfaces and equipment, KLEEN KRUSH leaves no residue behind while restoring surfaces to a clean, refreshed state. Whether you’re tackling heavy-duty messes or everyday dirt, this versatile cleaner delivers a deep, effective clean every time, all with the natural cleaning power of citrus.</p><p> </p><ul>	<li>Best used on industrial equipment and flooring.</li>	<li>Cuts through dirt and dissolves tough mud, grease, and oil-based stains.</li>
</ul><p> </p><p>5g Barcode: 00001105 , SKU: 1105</p><p>55g Barcode: 00001155 , SKU: 1155</p>",RCP America,Home & Garden > Household Supplies > Household Cleaning Supplies > Household Cleaning Products > All-Purpose Cleaners,ALL PURPOSE,"ALL PURPOSE, All Purpose Cleaners, Degreasers, Featured Products, Interior Cleaners, Valentines Day Sale",TRUE,Size,16oz,,,,,,,,1100-16,4536,shopify,0,deny,manual,8.99,,TRUE,TRUE,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,active
kleen-krush,,,,,,,,,32oz,,,,,,,,1100-32,4536,shopify,0,deny,manual,12.99,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,active
kleen-krush,,,,,,,,,15 Gallon,,,,,,,,1115,4536,shopify,0,deny,manual,175,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,active
kleen-krush,,,,,,,,,30 Gallon,,,,,,,,1130,4536,shopify,0,deny,manual,224.99,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,active
kleen-krush,,,,,,,,,250 Gallon,,,,,,,,1155-T250,4536,shopify,0,deny,manual,1801.99,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,active
white-lightning,White Lightning,"<p>RCP's White Lightning is a water-based dressing and protectant that delivers a deep, rich, vibrant shine while providing reliable UV protection to help prevent fading and cracking over time. Gentle yet effective, it contains no harsh solvents, making it safe for both interior and exterior use on vinyl, rubber, plastic trim, leather, and other surfaces. White Lightning restores color, enhances depth, and adds a long-lasting, polished finish that brings tired surfaces back to life. Use it to give dashboards, door panels, tires, or trim that freshly detailed look, simply applying to clean surfaces and wiping to your preferred level of shine. Paired with a quality applicator and an RCP microfiber towel, White Lightning takes your detailing experience to the next level.</p>",RCP America,"Vehicles & Parts > Vehicle Parts & Accessories > Vehicle Maintenance, Care & Decor > Vehicle Cleaning > Vehicle Waxes, Polishes & Protectants > Protectants",Dressing Protectants,"Dressing Protectant 2, Dressing Protectants, Featured Products, Valentines Day Sale",TRUE,Size,16oz,,,,,,,,4200-16,0,shopify,0,deny,manual,11.99,,TRUE,TRUE,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,active
white-lightning,,,,,,,,,30 Gallon,,,,,,,,4230,0,shopify,0,deny,manual,489.99,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,active
lacquer-thinner,Lacquer Thinner,"<p>RCP's Lacquer Thinner is a powerful multi-purpose solvent designed for the toughest cleaning jobs across automotive, industrial, and household environments. It works quickly to break down paint, grease, and stubborn residue, making it ideal for cleaning brushes, tools, and equipment immediately after use so nothing has a chance to dry and harden. Its fast-evaporating formula means efficient cleanup with minimal waiting, keeping your workflow moving on professional and general-purpose projects alike. Whether you're prepping equipment, removing residue, or handling heavy-duty cleanup, Lacquer Thinner delivers reliable, hard-hitting performance every time. Paired with the rest of the RCP solvent and prep lineup, it's a versatile workhorse for any shop or garage.</p>",RCP America,Uncategorized,Solvents/Removers,Solvents/Removers,TRUE,Size,5 Gallon,,,,,,,,5005,249476,shopify,0,deny,manual,86.99,,TRUE,TRUE,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,active
final-finish,Final Finish Spray WAX,"<p>RCP's Final Finish Spray WAX is a next-level, highly concentrated spray wax and drying aid engineered to bring out an incredible shine while boosting water beading and cutting down on foam during the final rinse. Designed for automated systems, it delivers professional-grade, streak-free results in automatic conveyor tunnels through the drying agent, in-bay automatics during the sealer or spray wax cycle, and modern touch-free wash setups. As it bonds, it enhances gloss and surface depth instantly while promoting superior water beading and quick drying for a cleaner, more efficient process. Its concentrated formula means a little goes a long way, making it both effective and economical for high-volume operations. Safe for all automated wash systems and paired with the rest of RCP's wash lineup, Final Finish takes every wash to a clean, glossy, showroom-level result.</p>",RCP America,"Vehicles & Parts > Vehicle Parts & Accessories > Vehicle Maintenance, Care & Decor > Vehicle Cleaning > Vehicle Waxes, Polishes & Protectants > Car Wax",Spray Wax,"Drying Agents, Featured Products, Spray Wax, Spray Wax 2",TRUE,Size,16oz,,,,,,,,6800-16,4536,shopify,0,deny,manual,7.99,,TRUE,TRUE,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,active
final-finish,,,,,,,,,32oz,,,,,,,,6800-32,4536,shopify,0,deny,manual,14.99,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,active
final-finish,,,,,,,,,15 Gallon,,,,,,,,6815,4536,shopify,0,deny,manual,281.99,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,active
final-finish,,,,,,,,,30 Gallon,,,,,,,,6830,4536,shopify,0,deny,manual,464.99,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,active
final-finish,,,,,,,,,55 Gallon,,,,,,,,6855,4536,shopify,0,deny,manual,773.99,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,active
